#	"Day"	"Source city ID"	"Target city ID"	"Value"
80	1036	1173	2
80	1036	1890	8
80	1036	2194	8
80	1036	2206	8
80	1036	2242	2
80	1036	2288	2
80	1036	2458	16
80	2217	1758	8
81	1019	2382	16
81	1024	735	16
81	1036	782	8
81	1036	1396	16
81	1036	2223	16
81	1036	2304	16
81	1036	2884	8
82	596	473	2
82	596	602	16
82	997	2274	2
82	1033	856	16
82	1036	1462	2
82	1036	1465	16
82	1036	1699	16
82	1036	1701	8
82	1036	2144	16
82	1036	2165	2
82	1036	2333	2
82	1036	2636	16
82	1036	2639	16
82	1036	3192	8
82	1036	3224	16
82	1535	3141	16
82	2334	915	2
83	742	2857	2
83	782	2925	8
83	1024	984	2
83	1024	2061	2
83	1024	2368	8
83	1036	90	18
83	1036	1984	16
83	1036	2258	16
83	1036	2295	16
83	1036	2387	8
83	1036	2506	16
83	2305	2918	2
83	2397	803	8
83	2648	2614	16
84	997	2316	8
84	1023	2245	16
84	1023	2355	16
84	1024	749	16
84	1024	2245	8
84	1024	3065	2
84	1036	296	8
84	1036	2173	8
84	1036	2596	8
84	1535	1198	2
85	997	2244	8
85	997	2365	16
85	997	2724	8
85	1036	1704	8
85	1036	1947	8
85	1036	2120	2
85	1036	2255	8
85	1036	2415	16
85	1036	2473	2
85	1036	2586	16
85	1036	2650	2
85	1036	3204	16
86	596	2821	8
86	837	228	16
86	1036	420	16
86	1036	2320	8
86	1036	2371	2
86	1036	2477	8
86	1036	3242	2
87	596	603	2
87	997	2243	16
87	1036	491	16
87	1036	1513	16
87	1036	1946	16
87	1036	1961	2
87	1036	2241	8
87	1036	2253	16
87	1535	2051	8
87	2532	2297	16
88	791	675	16
88	997	2534	8
88	997	2571	2
88	1024	279	16
88	1036	748	26
88	1036	2192	16
88	1036	2354	8
88	1036	2423	2
88	1036	2447	16
88	1036	2534	16
88	1036	3085	8
88	2305	1354	16
89	997	2085	8
89	1022	2657	16
89	1036	1407	2
89	1036	2088	16
89	1036	2139	8
89	1036	2406	16
89	1036	2911	16
90	596	262	16
90	596	619	8
90	1022	2359	8
90	1023	2161	16
90	1024	2078	8
90	1036	84	16
90	1036	862	16
90	1036	1564	2
90	1036	1615	8
90	1036	2219	8
90	1036	2262	18
90	1036	2514	2
90	1036	2645	16
90	1036	2873	16
90	1535	1499	2
90	1714	1705	16
90	2766	1612	16
90	3004	3009	2
91	596	186	16
91	596	609	2
91	596	1314	16
91	596	1475	16
91	997	2455	16
91	1023	2318	2
91	1024	1011	8
91	1024	1374	2
91	1024	1980	8
91	1024	2353	16
91	1036	736	8
91	1036	1648	8
91	1036	2197	16
91	1036	2803	16
91	1216	1231	2
91	2396	2353	8
91	3205	3185	16
92	675	674	2
92	791	1568	8
92	997	2096	2
92	997	2378	16
92	1024	1501	16
92	1031	2462	8
92	1036	2222	8
92	1036	2256	8
92	1036	2294	2
92	1036	2503	16
92	1036	2762	2
92	1036	2769	16
92	1036	3151	16
92	2305	2148	2
92	2518	1090	16
93	596	538	2
93	596	3179	8
93	1023	3181	8
93	1024	512	16
93	1024	1534	16
93	1024	3244	16
93	1036	146	2
93	1036	287	16
93	1036	303	16
93	1036	512	16
93	1036	1519	2
93	1036	1534	8
93	1036	2346	16
93	1036	2392	16
93	1036	2478	2
