None	1013	0
1013	997	23
1013	2532	27
1013	2305	29
1013	1032	31
1013	1024	33
1013	992	36
1013	1015	37
1013	1012	40
1013	3004	43
3004	742	45
1013	1031	47
1013	1034	47
1013	733	48
1013	1004	48
1013	1023	48
1013	1036	48
1013	2334	48
1013	2533	48
1013	596	50
1013	1018	50
1013	1027	50
1013	2217	52
1036	2429	52
1013	981	53
1013	1010	53
1013	1037	54
1013	999	55
1013	2777	55
1023	2518	55
1036	2335	55
1013	837	56
1013	1008	56
1013	1000	57
1013	1714	57
1036	2366	57
1013	1535	58
1013	2341	58
1024	996	58
1036	2034	58
1013	1003	59
1013	2393	59
1013	2396	59
1013	3099	59
1013	989	60
1013	1560	60
1013	2682	60
2533	2125	60
742	732	61
1036	2528	61
1013	983	62
1013	990	62
1013	1021	62
1013	2229	62
1036	2642	62
2334	2479	62
1013	1026	63
1013	2375	63
1023	2401	63
2334	1603	63
997	2623	64
997	2766	64
1013	982	64
1013	1017	64
1013	1025	64
1036	244	64
1036	2212	64
1036	2441	64
1036	2501	64
1013	994	65
1013	1022	65
1013	1035	65
1013	2874	65
1036	791	65
1036	2716	65
1013	991	66
1013	1029	66
1013	2204	66
1013	2524	66
1013	3093	66
2533	2453	66
1013	2042	67
1036	2417	67
742	1205	68
1013	1006	68
1013	2489	68
1022	2299	68
1036	2195	68
2334	2218	68
2533	2181	68
742	750	69
742	752	70
1013	1377	70
1036	492	70
1036	3205	70
1036	2162	71
1036	3250	71
2375	2397	71
1036	2408	72
2533	2272	72
596	599	73
1013	2214	73
1036	2190	73
1036	2224	73
1036	2257	73
1036	2265	73
1036	2517	73
1022	2648	74
1036	720	74
1036	1201	74
1036	2077	74
1036	2465	74
1036	3127	74
1013	802	75
1024	1990	75
1036	197	75
1036	519	75
1036	1216	75
1036	2432	75
1036	2733	75
2217	2720	75
1036	654	76
1036	2336	76
1036	2701	76
2532	2398	76
997	2725	77
1013	276	77
1036	1977	77
1036	2099	77
1036	2230	77
1036	2303	77
1036	2437	77
1036	2610	77
2375	412	77
720	2904	78
1024	1028	78
1036	2270	78
1036	2530	78
2204	2143	78
1022	2175	79
1023	2343	79
1036	789	79
1036	2508	79
1036	2643	79
750	1439	80
1024	1007	80
1036	1173	80
1036	1890	80
1036	2194	80
1036	2206	80
1036	2242	80
1036	2288	80
1036	2458	80
2217	1758	80
1024	735	81
1036	782	81
1036	1396	81
1036	2223	81
1036	2304	81
1036	2884	81
596	473	82
596	602	82
997	2274	82
1036	1462	82
1036	1465	82
1036	1699	82
1036	1701	82
1036	2144	82
1036	2165	82
1036	2333	82
1036	2636	82
1036	2639	82
1036	3192	82
1036	3224	82
1535	3141	82
2334	915	82
742	2857	83
782	2925	83
1024	984	83
1024	2061	83
1024	2368	83
1036	90	83
1036	1984	83
1036	2258	83
1036	2295	83
1036	2387	83
1036	2506	83
2305	2918	83
2397	803	83
2648	2614	83
997	2316	84
1023	2245	84
1023	2355	84
1024	749	84
1024	3065	84
1036	296	84
1036	2173	84
1036	2596	84
1535	1198	84
997	2244	85
